,ma_khach_hang,ngay_binh_luan,gio_binh_luan,ma_san_pham,word_pro3,so_sao,word_pro4,negative_words,negative_count,positive_words,positive_count,star_cleaned,joined_positive_words,joined_negative_words
15439,818,20/12/2019,15:23,100230057,hàng đong_gói k thơm thích_sư lân đầu cảm_sạch nóng mãi tơi_vân thây nóng,4,hàng đong gói k thơm thích sư lân đầu cảm sạch nóng mãi tơi vân thây nóng,"['nóng', 'nóng']",2,"['thơm', 'thích']",2,5,"thơm, thích","nóng, nóng"
15440,1131,17/10/2024,13:50,422211241,hàng kèm quà tặng yêu_dưỡng êm mụn bí mụn,5,hàng kèm quà tặng yêu dưỡng êm mụn bí mụn,[],0,"['yêu', 'êm']",2,5,"yêu, êm",
15441,2454,9/3/2020,21:10,308500004,đắp mask đêm mịn mụn lặn,5,đắp mask đêm mịn mụn lặn,[],0,['mịn'],1,5,mịn,
15442,347,12/10/2019,13:42,205100136,sạch êm lắm bữa đi,5,sạch êm lắm bữa đi,[],0,['êm'],1,5,êm,
15444,807,22/08/2020,20:21,100230057,tẩy tốt_hợp mùi thơm,5,tẩy tốt hợp mùi thơm,[],0,"['tốt', 'hợp', 'thơm']",3,5,"tốt, hợp, thơm",
15445,1981,2/12/2022,18:41,249500027,kết_cấu thoáng nhẹ không_bóng kiềm_dầu tương_đối dầu apply mùi hương nhẹ không_thích_tí ổn,5,kết cấu thoáng nhẹ không bóng kiềm dầu tương đối dầu apply mùi hương nhẹ không thích tí ổn,"['bóng', 'không thích']",2,"['nhẹ', 'nhẹ', 'thích', 'ổn']",4,5,"nhẹ, nhẹ, thích, ổn","bóng, không_thích"
15446,780,18/08/2021,19:21,200400003,mùa dịch nội_thành siêu thương_hiệu bàn,5,mùa dịch nội thành siêu thương hiệu bàn,[],0,[],0,5,,
15448,316,3/11/2020,10:53,422206648,bàn_cãi giá rẻ,5,bàn cãi giá rẻ,[],0,[],0,5,,
15449,2464,26/08/2019,11:03,308500015,tốt dầu,5,tốt dầu,[],0,['tốt'],1,5,tốt,
15450,69,16/11/2021,17:11,422200305,đầu thử sợ thấm châm chích rát chỗ mẩn đỏ không_chịu không_dám tuần,1,đầu thử sợ thấm châm chích rát chỗ mẩn đỏ không chịu không dám tuần,"['sợ', 'châm chích', 'rát']",3,[],0,1,,"sợ, châm_chích, rát"
15451,541,22/12/2016,13:38,308500009,ổn chê,3,ổn chê,['chê'],1,['ổn'],1,5,ổn,chê
15452,1941,6/5/2023,9:50,204100054,mùi hương dễ_chịu mát ổn,5,mùi hương dễ chịu mát ổn,[],0,"['dễ chịu', 'mát', 'ổn']",3,5,"dễ_chịu, mát, ổn",
15453,330,28/07/2020,9:38,422211447,bổ rẻ không_gây,5,bổ rẻ không gây,[],0,[],0,5,,
15454,2417,6/12/2021,21:44,308500013,mặt_nạ hương nồng khó_chịu mũi nóng không_lại,3,mặt nạ hương nồng khó chịu mũi nóng không lại,"['nồng', 'khó chịu', 'nóng']",3,[],0,1,,"nồng, khó_chịu, nóng"
15455,297,13/04/2021,10:22,249500028,nhũ mụn nhạy_cảm cân_nhắc chất đặc_sệt màu tím_nhạt nâng tone nhẹ mùi khó_chịu,5,nhũ mụn nhạy cảm cân nhắc chất đặc sệt màu tím nhạt nâng tone nhẹ mùi khó chịu,['khó chịu'],1,['nhẹ'],1,5,nhẹ,khó_chịu
15456,1863,18/07/2023,12:15,100220037,không_hiểu tệ,1,không hiểu tệ,['tệ'],1,[],0,1,,tệ
15458,1081,1/7/2022,19:49,422220606,tẩy chống nắng sample garnier kích_ứng cổ,3,tẩy chống nắng sample garnier kích ứng cổ,[],0,[],0,5,,
15459,4333,23/02/2018,22:57,422214339,hợp hiệu_quả hài_lòng hasaki_nhập,5,hợp hiệu quả hài lòng hasaki nhập,[],0,"['hợp', 'hiệu quả', 'hài lòng']",3,5,"hợp, hiệu_quả, hài_lòng",
15460,1466,2/3/2022,8:24,327500002,tuýt,5,tuýt,[],0,[],0,5,,
15461,1939,28/04/2023,22:39,204100023,tệ không_phù_hợp,1,tệ không phù hợp,"['tệ', 'không phù hợp']",2,['phù hợp'],1,1,phù_hợp,"tệ, không_phù_hợp"
15462,2578,8/1/2024,14:00,207500007,thích,5,thích,[],0,['thích'],1,5,thích,
15463,792,15/05/2021,1:58,422205162,ổn nhạy_cảm không_thích mùi hắc lắm màu ổn lắm,4,ổn nhạy cảm không thích mùi hắc lắm màu ổn lắm,"['không thích', 'hắc']",2,"['ổn', 'thích', 'ổn']",3,5,"ổn, thích, ổn","không_thích, hắc"
15464,2964,2/5/2022,11:06,422202579,chống nắng,3,chống nắng,[],0,[],0,5,,
15465,1162,30/08/2023,0:16,422208981,lớp màng ẩm bóng bóng cấ ẩm tốt,5,lớp màng ẩm bóng bóng cấ ẩm tốt,"['bóng', 'bóng']",2,['tốt'],1,5,tốt,"bóng, bóng"
15466,2928,27/03/2024,22:14,422209719,sánh bnbg ẩm không_tốt bnbg tốt tầm_giá dầu ẩm thoải_mái treat mặt_nạ,5,sánh bnbg ẩm không tốt bnbg tốt tầm giá dầu ẩm thoải mái treat mặt nạ,['không tốt'],1,"['tốt', 'tốt', 'thoải mái']",3,5,"tốt, tốt, thoải_mái",không_tốt
15467,2574,16/07/2020,21:00,211300005,ổn,5,ổn,[],0,['ổn'],1,5,ổn,
15468,492,12/12/2022,15:10,204900013,chân_ái không_thì đẹp chứ_phối dày,5,chân ái không thì đẹp chứ phối dày,[],0,['chân ái'],1,5,chân_ái,
15469,659,21/09/2023,11:35,422216594,quà tặng bông_tẩy,5,quà tặng bông tẩy,[],0,[],0,5,,
15470,1398,16/07/2021,11:31,422200305,thích không,5,thích không,[],0,['thích'],1,5,thích,
15471,1818,25/12/2023,11:47,422216352,chất màu trắng mỏng nhẹ thấm giúp mụn hiệu_quả nhạy_cảm bé gái gái tốt,5,chất màu trắng mỏng nhẹ thấm giúp mụn hiệu quả nhạy cảm bé gái gái tốt,[],0,"['trắng', 'nhẹ', 'hiệu quả', 'tốt']",4,5,"trắng, nhẹ, hiệu_quả, tốt",
15472,2048,29/09/2022,12:05,249500019,mùi đợt hắc,1,mùi đợt hắc,['hắc'],1,[],0,1,,hắc
15473,245,25/09/2021,21:50,422204259,lắm nè không_đòi hợp,5,lắm nè không đòi hợp,[],0,['hợp'],1,5,hợp,
15474,283,25/11/2022,21:59,422203979,thiên_khô ẩm tốt không_nặng,5,thiên khô ẩm tốt không nặng,[],0,['tốt'],1,5,tốt,
15475,2549,12/11/2020,21:41,100210020,tưởng_eucerin hãng hiệu_quả tốt collector không_làm thất_vọng thâm_đợt mụn dị_ứng thời_tiết xử vết đốm,5,tưởng eucerin hãng hiệu quả tốt collector không làm thất vọng thâm đợt mụn dị ứng thời tiết xử vết đốm,"['thất vọng', 'thâm', 'dị ứng']",3,"['hiệu quả', 'tốt']",2,5,"hiệu_quả, tốt","thất_vọng, thâm, dị_ứng"
15477,3690,28/05/2023,15:04,256700002,ổn không_mùi thấm mát_giá tương_đổi ổn,5,ổn không mùi thấm mát giá tương đổi ổn,[],0,"['ổn', 'mát', 'ổn']",3,5,"ổn, mát, ổn",
15478,553,11/1/2022,22:22,204900013,tốt,5,tốt,[],0,['tốt'],1,5,tốt,
15479,3407,26/10/2024,9:06,422218100,tạm ổn không_đáng giá tiền,2,tạm ổn không đáng giá tiền,"['tạm', 'không đáng giá']",2,['ổn'],1,1,ổn,"tạm, không_đáng_giá"
15480,3055,21/08/2023,14:10,224100019,lọ khả_năng dưỡng_ẩm mỏng nhẹ_mướt không_bị nhờn_rít trắng tiếp,4,lọ khả năng dưỡng ẩm mỏng nhẹ mướt không bị nhờn rít trắng tiếp,['nhờn rít'],1,"['nhẹ', 'trắng']",2,5,"nhẹ, trắng",nhờn_rít
15481,349,2/10/2019,19:55,422208807,siêu,5,siêu,[],0,[],0,5,,
15482,90,7/6/2021,22:32,318900011,đầu ổn toner dạng tiết_kiệm,5,đầu ổn toner dạng tiết kiệm,[],0,['ổn'],1,5,ổn,
15483,3318,21/02/2023,10:30,223600009,đùng chất không_đặc không_lỏng bôi tán thấm không_bết dính không_nâng tông mùi thơm_mát dưỡng,5,đùng chất không đặc không lỏng bôi tán thấm không bết dính không nâng tông mùi thơm mát dưỡng,[],0,"['nâng tông', 'thơm', 'mát']",3,5,"nâng_tông, thơm, mát",
15484,4242,12/2/2023,18:09,308100018,lại_lại mặt_nạ cocoon không_hợp liên_hệ,5,lại lại mặt nạ cocoon không hợp liên hệ,['không hợp'],1,['hợp'],1,5,hợp,không_hợp
15485,385,28/10/2023,10:08,422208974,bì_lạ made,5,bì lạ made,[],0,[],0,5,,
15486,196,3/7/2022,0:47,205100137,bổ rẻ liên_tục ý_định đổi,5,bổ rẻ liên tục ý định đổi,[],0,[],0,5,,
15487,2994,31/07/2023,11:28,422214044,chất đẹp thấm lớp mỏng nhẹ,5,chất đẹp thấm lớp mỏng nhẹ,[],0,['nhẹ'],1,5,nhẹ,
15488,162,6/1/2023,0:45,365000017,á_giá rẻ mùi ghê hiệu_quả,5,á giá rẻ mùi ghê hiệu quả,[],0,['hiệu quả'],1,5,hiệu_quả,
15489,4040,1/10/2020,16:33,365000019,tủ_lạnh đắp lắm,5,tủ lạnh đắp lắm,[],0,[],0,5,,
15490,242,5/12/2023,13:34,422201448,ẩm tốt_thoáng,5,ẩm tốt thoáng,[],0,['tốt'],1,5,tốt,
15491,672,4/5/2023,19:05,422216594,thích hasaki tẩy,5,thích hasaki tẩy,[],0,['thích'],1,5,thích,
15492,2933,30/07/2024,20:51,422218098,phục_hồi tốt skincare đầy_đủ đắp tuần cải_thiện hẳn,5,phục hồi tốt skincare đầy đủ đắp tuần cải thiện hẳn,[],0,"['tốt', 'cải thiện']",2,5,"tốt, cải_thiện",
15493,2393,28/04/2023,10:08,308500004,dễ_dàng thoải thư_giãn,5,dễ dàng thoải thư giãn,[],0,"['dễ dàng', 'thư giãn']",2,5,"dễ_dàng, thư_giãn",
15494,689,30/04/2023,18:34,200400003,thích hasaki tẩy,5,thích hasaki tẩy,[],0,['thích'],1,5,thích,
15495,2308,2/8/2024,21:59,308500004,rât_hợp dầu mụn,5,rât hợp dầu mụn,[],0,['hợp'],1,5,hợp,
15497,2350,1/5/2023,11:57,422205164,dễ_dàng thoải_mái,5,dễ dàng thoải mái,[],0,"['dễ dàng', 'thoải mái']",2,5,"dễ_dàng, thoải_mái",
15498,661,3/3/2021,20:19,253900004,ổn lành_tính,5,ổn lành tính,[],0,['ổn'],1,5,ổn,
15499,2096,18/02/2022,23:26,422211501,dịu nhẹ sạch sâu không_kích_ứng bọt thích ạ_dạ nhạy_cảm siêu_dễ kích_ứng nhẹ,5,dịu nhẹ sạch sâu không kích ứng bọt thích ạ dạ nhạy cảm siêu dễ kích ứng nhẹ,[],0,"['dịu nhẹ', 'thích', 'nhẹ']",3,5,"dịu_nhẹ, thích, nhẹ",
15500,2375,29/04/2023,16:52,422205160,mùi thơm_dịu mát thư_giãn,5,mùi thơm dịu mát thư giãn,[],0,"['thơm', 'mát', 'thư giãn']",3,5,"thơm, mát, thư_giãn",
15501,1447,1/5/2023,12:46,204900004,dễ_chịu dịu ổn,5,dễ chịu dịu ổn,[],0,"['dễ chịu', 'ổn']",2,5,"dễ_chịu, ổn",
15502,2204,4/11/2021,19:10,422203146,kiềm dầu nâng tông tốt tầm giá,5,kiềm dầu nâng tông tốt tầm giá,[],0,"['nâng tông', 'tốt']",2,5,"nâng_tông, tốt",
15503,3081,15/01/2023,20:25,422208975,dịch_vụ chậm chấp_nhận,2,dịch vụ chậm chấp nhận,['chậm'],1,[],0,1,,chậm
15504,354,4/8/2019,20:33,422204259,hợp_lý sạch dễ_chịu,5,hợp lý sạch dễ chịu,[],0,"['hợp', 'dễ chịu']",2,5,"hợp, dễ_chịu",
15505,375,2/9/2024,22:09,422208977,cực k dầu độ_ẩm thích không_mùi gắt_nồng mùi nhẹ,5,cực k dầu độ ẩm thích không mùi gắt nồng mùi nhẹ,['nồng'],1,"['thích', 'nhẹ']",2,5,"thích, nhẹ",nồng
15506,695,29/04/2023,11:43,422205162,dễ_dàng thoải_mái thư_giản,5,dễ dàng thoải mái thư giản,[],0,"['dễ dàng', 'thoải mái']",2,5,"dễ_dàng, thoải_mái",
15507,4040,1/10/2020,16:33,365000014,tủ_lạnh đắp lắm,5,tủ lạnh đắp lắm,[],0,[],0,5,,
15508,1877,19/08/2021,14:01,249500021,kiềm dầu vón cục khóe mũi mụn tẩy kĩ mùi chống nắng nồng,5,kiềm dầu vón cục khóe mũi mụn tẩy kĩ mùi chống nắng nồng,"['vón', 'nồng']",2,[],0,5,,"vón, nồng"
15509,1069,27/04/2023,22:56,422211183,giá_cả hợp_lý tốt,5,giá cả hợp lý tốt,[],0,"['hợp', 'tốt']",2,5,"hợp, tốt",
15510,4307,8/1/2023,23:56,343100041,tuýt hỗn_hợp không_bị khô không_chứa cồn tâm,5,tuýt hỗn hợp không bị khô không chứa cồn tâm,[],0,['hợp'],1,5,hợp,
15511,148,9/6/2024,12:57,204900004,chân_ái dầu đỡ đau,5,chân ái dầu đỡ đau,[],0,['chân ái'],1,5,chân_ái,
15512,1761,27/11/2021,8:20,204100003,chống nắng không_kiềm dầu tốt hiệu_quả lựa_chọn,3,chống nắng không kiềm dầu tốt hiệu quả lựa chọn,['không kiềm dầu'],1,"['tốt', 'hiệu quả']",2,5,"tốt, hiệu_quả",không_kiềm_dầu
15513,810,16/07/2020,20:25,100230056,tẩy thử bioderma đợi sạch sâu không_gây kích_ứng kích_ứng thử shop đóng_gói cẩn_thận hàng ủng_hộ,5,tẩy thử bioderma đợi sạch sâu không gây kích ứng kích ứng thử shop đóng gói cẩn thận hàng ủng hộ,[],0,['cẩn thận'],1,5,cẩn_thận,
15514,4082,18/02/2020,0:16,345800003,nhạy_cảm đầu bha đầu dám tập đầu cảm_giác rát_nhẹ đẩy mụn_ẩn lắm mụn nặn nhẹ_nhân xẹp chất thẩm_thấm mùi tươi_mát độ_ẩm căng bóng,4,nhạy cảm đầu bha đầu dám tập đầu cảm giác rát nhẹ đẩy mụn ẩn lắm mụn nặn nhẹ nhân xẹp chất thẩm thấm mùi tươi mát độ ẩm căng bóng,"['rát', 'bóng']",2,"['nhẹ', 'nhẹ', 'mát']",3,5,"nhẹ, nhẹ, mát","rát, bóng"
15515,294,23/03/2021,21:02,205100137,dễ_chịu ưng,4,dễ chịu ưng,[],0,"['dễ chịu', 'ưng']",2,5,"dễ_chịu, ưng",
15516,1144,7/8/2023,14:20,422207866,dịu nhẹ không_gây kích_ứng nhạy_cảm dầu mụn không_bị khô_kích_ứng đổi hãng nổi mụn viêm đỏ,5,dịu nhẹ không gây kích ứng nhạy cảm dầu mụn không bị khô kích ứng đổi hãng nổi mụn viêm đỏ,[],0,['dịu nhẹ'],1,5,dịu_nhẹ,
15517,1413,17/04/2023,11:13,422218283,mềm,5,mềm,[],0,[],0,5,,
15518,3840,10/7/2023,13:38,422207417,bám đi học mặt_tát ầm_ầm không_hề rớt,5,bám đi học mặt tát ầm ầm không hề rớt,[],0,[],0,5,,
15519,1036,27/04/2023,12:55,422205162,dễ_dàng thoải_mái thư_giãn,5,dễ dàng thoải mái thư giãn,[],0,"['dễ dàng', 'thoải mái', 'thư giãn']",3,5,"dễ_dàng, thoải_mái, thư_giãn",
15520,144,21/04/2023,14:21,422211447,tốt lắm,5,tốt lắm,[],0,['tốt'],1,5,tốt,
15521,3623,19/11/2023,13:16,422208983,khô chàm mùa đông nứt_nẻ tróc ngứa thử mướt mềm hẳn hẵng mặc_dù tắm cảm_giác sạch cảm_giác nhờn_bí tầm_mướt nhẹ tênh_vọng cải_thiện,5,khô chàm mùa đông nứt nẻ tróc ngứa thử mướt mềm hẳn hẵng mặc dù tắm cảm giác sạch cảm giác nhờn bí tầm mướt nhẹ tênh vọng cải thiện,['nhờn'],1,"['nhẹ', 'cải thiện']",2,5,"nhẹ, cải_thiện",nhờn
15522,140,4/6/2023,19:19,422204259,tẩy sạch lớp mắt môi không_gây kích_ứng,5,tẩy sạch lớp mắt môi không gây kích ứng,[],0,['tẩy sạch'],1,5,tẩy_sạch,
15523,2903,21/04/2023,23:39,204100003,thời_tiết roche posay eucerin ưu_điểm eucerin dễ_tán bật_tông ngăm thích màu tự_nhiên mắt nhược_mặc_dù kiềm dầu phòng điều_hòa mồ_hôi trôi_tuốt tuồn tuột khuyên mắt không_nên roche posay trời nắng mắt không_mở đi máy quá_sức hiểm,4,thời tiết roche posay eucerin ưu điểm eucerin dễ tán bật tông ngăm thích màu tự nhiên mắt nhược mặc dù kiềm dầu phòng điều hòa mồ hôi trôi tuốt tuồn tuột khuyên mắt không nên roche posay trời nắng mắt không mở đi máy quá sức hiểm,['không nên'],1,['thích'],1,5,thích,không_nên
15524,3322,15/03/2022,7:22,223600009,ổn_ráo nma dị_ứng mùi cồn cồn cân_nhắc không_treatment học chống trôi,5,ổn ráo nma dị ứng mùi cồn cồn cân nhắc không treatment học chống trôi,"['dị ứng', 'mùi cồn']",2,['ổn'],1,5,ổn,"dị_ứng, mùi_cồn"
15525,297,17/03/2021,14:24,422204259,không_màu không_mùi không_gây nhờn_rít tẩy_nhiên sạch tẩy sạch lớp chống nắng chì velvet tint makeup đậm,5,không màu không mùi không gây nhờn rít tẩy nhiên sạch tẩy sạch lớp chống nắng chì velvet tint makeup đậm,['nhờn rít'],1,['tẩy sạch'],1,5,tẩy_sạch,nhờn_rít
15526,2458,8/2/2020,16:09,308500013,ẩm tốt đắp,5,ẩm tốt đắp,[],0,['tốt'],1,5,tốt,
15527,3013,4/5/2020,18:49,100150065,hàng tốt_xịt mịn hàng thích thương_hiệu không_gây cảm_giác khó_chịu,5,hàng tốt xịt mịn hàng thích thương hiệu không gây cảm giác khó chịu,['khó chịu'],1,"['tốt', 'mịn', 'thích']",3,5,"tốt, mịn, thích",khó_chịu
15528,147,10/4/2023,16:01,422211447,tốt,5,tốt,[],0,['tốt'],1,5,tốt,
15529,2344,1/5/2023,19:54,422206537,hương dễ_chịu mát ổn,5,hương dễ chịu mát ổn,[],0,"['dễ chịu', 'mát', 'ổn']",3,5,"dễ_chịu, mát, ổn",
15530,621,30/12/2021,13:41,253900006,hôm thế_này mùi khó_chịu không_thích mùi,3,hôm thế này mùi khó chịu không thích mùi,"['khó chịu', 'không thích']",2,['thích'],1,1,thích,"khó_chịu, không_thích"
15531,1675,23/09/2021,9:15,318900005,dầu_xài thích không_bị rít_dưỡng ẩm tốt,5,dầu xài thích không bị rít dưỡng ẩm tốt,[],0,"['thích', 'tốt']",2,5,"thích, tốt",
15532,2359,30/04/2023,16:50,422206537,tốt,5,tốt,[],0,['tốt'],1,5,tốt,
15533,2338,2/5/2023,11:35,422202253,tốt,5,tốt,[],0,['tốt'],1,5,tốt,
15534,475,11/4/2023,9:15,204900013,apply lớp dưỡng mỏng thấm cực thích lớp dưỡng_hơi tán lớp finish đẹp không_xuống tông dầu,5,apply lớp dưỡng mỏng thấm cực thích lớp dưỡng hơi tán lớp finish đẹp không xuống tông dầu,[],0,['thích'],1,5,thích,
15535,1316,21/01/2022,9:12,253900003,tốt,5,tốt,[],0,['tốt'],1,5,tốt,
15536,470,18/01/2024,22:22,422204659,hộp nguyên nhé_mìng đổi,5,hộp nguyên nhé mìng đổi,[],0,[],0,5,,
15537,2507,29/04/2023,19:07,204100019,mùi hương dễ_chịu mát ổn,5,mùi hương dễ chịu mát ổn,[],0,"['dễ chịu', 'mát', 'ổn']",3,5,"dễ_chịu, mát, ổn",
15538,1070,20/04/2023,20:39,422204904,tốt tẩy sạch mịn_mướt không_hề bí khô thích_hợp dầu mụn bụi bẩn lớp,5,tốt tẩy sạch mịn mướt không hề bí khô thích hợp dầu mụn bụi bẩn lớp,[],0,"['tốt', 'tẩy sạch', 'mịn', 'thích', 'hợp']",5,5,"tốt, tẩy_sạch, mịn, thích, hợp",
15539,2440,6/10/2020,7:49,422205163,mụn hộp,5,mụn hộp,[],0,[],0,5,,
15540,216,12/3/2022,19:29,205100137,tẩy hằng,5,tẩy hằng,[],0,[],0,5,,
15541,918,12/4/2023,12:35,422204795,sảm_phẩm tốt thích gê,5,sảm phẩm tốt thích gê,[],0,"['tốt', 'thích']",2,5,"tốt, thích",
15542,210,27/03/2022,15:52,205100136,dầu mụn đổi,5,dầu mụn đổi,[],0,[],0,5,,
15543,2315,4/5/2023,20:25,308500037,dễ_dàng thoải_mái thư_giãn,5,dễ dàng thoải mái thư giãn,[],0,"['dễ dàng', 'thoải mái', 'thư giãn']",3,5,"dễ_dàng, thoải_mái, thư_giãn",
15544,2516,2/2/2023,18:32,204100054,dầu kiểm_dầu đỉnh,5,dầu kiểm dầu đỉnh,[],0,['đỉnh'],1,5,đỉnh,
15545,1157,30/05/2024,15:02,422216289,trộm_vía hợp_sài mát mịn_mặt mụn xưng nhẹ ổn,5,trộm vía hợp sài mát mịn mặt mụn xưng nhẹ ổn,[],0,"['hợp', 'mát', 'mịn', 'nhẹ', 'ổn']",5,5,"hợp, mát, mịn, nhẹ, ổn",
15546,1338,22/02/2021,9:39,253900003,ẩm dịu tốt,5,ẩm dịu tốt,[],0,['tốt'],1,5,tốt,
15547,1214,5/4/2021,22:58,249500007,dạng tán khô không_gây nhờn_rít kiềm dầu tốt dầu hỗn_hợp,5,dạng tán khô không gây nhờn rít kiềm dầu tốt dầu hỗn hợp,['nhờn rít'],1,"['tốt', 'hợp']",2,5,"tốt, hợp",nhờn_rít
15548,578,14/05/2023,14:42,422202025,tẩy mùi thơm_tẩy mềm không_khô căng hạt tẩy nhẹ_nhàng đau rát hạt mịn tốt,4,tẩy mùi thơm tẩy mềm không khô căng hạt tẩy nhẹ nhàng đau rát hạt mịn tốt,['rát'],1,"['thơm', 'nhẹ', 'mịn', 'tốt']",4,5,"thơm, nhẹ, mịn, tốt",rát
